Symbol,Country,Company
STM,US,STMicroelectronics N.V.
GIS,US,"General Mills, Inc."
LVS,US,Las Vegas Sands Corp.
TEL,US,TE Connectivity Ltd.
WDS,US,Woodside Energy Group Ltd
KDP,US,Keurig Dr Pepper Inc.
PSX,US,Phillips 66
ADSK,US,"Autodesk, Inc."
PCAR,US,PACCAR Inc
TT,US,Trane Technologies plc
APO,US,"Apollo Global Management, Inc."
KHC,US,The Kraft Heinz Company
CPRT,US,"Copart, Inc."
AEP,US,"American Electric Power Company, Inc."
D,US,"Dominion Energy, Inc."
MET,US,"MetLife, Inc."
SPG,US,"Simon Property Group, Inc."
TEAM,US,Atlassian Corporation Plc
VLO,US,Valero Energy Corporation
AFL,US,Aflac Incorporated
COF,US,Capital One Financial Corporation
HES,US,Hess Corporation
IQV,US,IQVIA Holdings Inc.
AIG,US,"American International Group, Inc."
IDXX,US,"IDEXX Laboratories, Inc."
BCE,US,BCE Inc.
DHI,US,"D.R. Horton, Inc."
CARR,US,Carrier Global Corporation
BIIB,US,Biogen Inc.
NUE,US,Nucor Corporation
ADM,US,Archer-Daniels-Midland Company
ON,US,ON Semiconductor Corporation
CTVA,US,"Corteva, Inc."
CRH,US,CRH plc
ODFL,US,"Old Dominion Freight Line, Inc."
PCG,US,PG&E Corporation
EXC,US,Exelon Corporation
TFC,US,Truist Financial Corporation
TRP,US,TC Energy Corporation
ALC,US,Alcon Inc.
PAYX,US,"Paychex, Inc."
SQ,US,"Block, Inc."
O,US,Realty Income Corporation
WELL,US,Welltower Inc.
TRV,US,"The Travelers Companies, Inc."
ET,US,Energy Transfer LP
WMB,US,"The Williams Companies, Inc."
GWW,US,"W.W. Grainger, Inc."
DELL,US,Dell Technologies Inc.
CM,US,Canadian Imperial Bank of Commerce
PUK,US,Prudential plc
ABC,US,AmerisourceBergen Corporation
MFG,US,"Mizuho Financial Group, Inc."
YUM,US,"Yum! Brands, Inc."
KMI,US,"Kinder Morgan, Inc."
HLN,US,Haleon plc
HLT,US,Hilton Worldwide Holdings Inc.
SU,US,Suncor Energy Inc.
ROST,US,"Ross Stores, Inc."
ROK,US,"Rockwell Automation, Inc."
TTD,US,"The Trade Desk, Inc."
DOW,US,Dow Inc.
SYY,US,Sysco Corporation
MSCI,US,MSCI Inc.
AME,US,"AMETEK, Inc."
DG,US,Dollar General Corporation
LNG,US,"Cheniere Energy, Inc."
LHX,US,"L3Harris Technologies, Inc."
NU,US,Nu Holdings Ltd.
CNC,US,Centene Corporation
GEHC,US,GE HealthCare Technologies Inc.
WCN,US,"Waste Connections, Inc."
OTIS,US,Otis Worldwide Corporation
BBD,US,Banco Bradesco S.A.
CSGP,US,"CoStar Group, Inc."
SGEN,US,Seagen Inc.
LEN,US,Lennar Corporation
GFS,US,GLOBALFOUNDRIES Inc.
LYG,US,Lloyds Banking Group plc
A,US,"Agilent Technologies, Inc."
EA,US,Electronic Arts Inc.
BK,US,The Bank of New York Mellon Corporation
AMP,US,"Ameriprise Financial, Inc."
PPG,US,"PPG Industries, Inc."
CRWD,US,"CrowdStrike Holdings, Inc."
MFC,US,Manulife Financial Corporation
CMI,US,Cummins Inc.
IBKR,US,"Interactive Brokers Group, Inc."
LI,US,Li Auto Inc.
XEL,US,Xcel Energy Inc.
MPLX,US,MPLX LP
NEM,US,Newmont Corporation
KR,US,The Kroger Co.
FAST,US,Fastenal Company
DLR,US,"Digital Realty Trust, Inc."
CTSH,US,Cognizant Technology Solutions Corporation
SE,US,Sea Limited
DD,US,"DuPont de Nemours, Inc."
VRSK,US,"Verisk Analytics, Inc."
PLTR,US,Palantir Technologies Inc.
FIS,US,"Fidelity National Information Services, Inc."
CVE,US,Cenovus Energy Inc.
BF.A,US,Brown-Forman Corporation
PRU,US,"Prudential Financial, Inc."
FERG,US,Ferguson plc
RMD,US,ResMed Inc.
BKR,US,Baker Hughes Company
VEEV,US,Veeva Systems Inc.
DDOG,US,"Datadog, Inc."
DLTR,US,"Dollar Tree, Inc."
VICI,US,VICI Properties Inc.
ED,US,"Consolidated Edison, Inc."
PEG,US,Public Service Enterprise Group Incorporated
SPOT,US,Spotify Technology S.A.
DVN,US,Devon Energy Corporation
ORAN,US,Orange S.A.
MBLY,US,Mobileye Global Inc.
CPNG,US,"Coupang, Inc."
URI,US,"United Rentals, Inc."
SLF,US,Sun Life Financial Inc.
BCS,US,Barclays PLC
DAL,US,"Delta Air Lines, Inc."
WBD,US,"Warner Bros. Discovery, Inc."
ZBH,US,"Zimmer Biomet Holdings, Inc."
HPQ,US,HP Inc.
VMC,US,Vulcan Materials Company
IMO,US,Imperial Oil Limited
LYB,US,LyondellBasell Industries N.V.
KEYS,US,"Keysight Technologies, Inc."
GLW,US,Corning Incorporated
HAL,US,Halliburton Company
GOLD,US,Barrick Gold Corporation
CEG,US,Constellation Energy Corporation
DASH,US,"DoorDash, Inc."
DFS,US,Discover Financial Services
ILMN,US,"Illumina, Inc."
CCEP,US,Coca-Cola Europacific Partners PLC
NTR,US,Nutrien Ltd.
ARES,US,Ares Management Corporation
MDB,US,"MongoDB, Inc."
CHT,US,"Chunghwa Telecom Co., Ltd."
MTD,US,Mettler-Toledo International Inc.
EFX,US,Equifax Inc.
ALL,US,The Allstate Corporation
ANSS,US,"ANSYS, Inc."
MLM,US,"Martin Marietta Materials, Inc."
PWR,US,"Quanta Services, Inc."
WST,US,"West Pharmaceutical Services, Inc."
TU,US,TELUS Corporation
ACGL,US,Arch Capital Group Ltd.
WEC,US,"WEC Energy Group, Inc."
AWK,US,"American Water Works Company, Inc."
IT,US,"Gartner, Inc."
OKE,US,"ONEOK, Inc."
APTV,US,Aptiv PLC
FNV,US,Franco-Nevada Corporation
NWG,US,NatWest Group plc
ALGN,US,"Align Technology, Inc."
XYL,US,Xylem Inc.
AVB,US,"AvalonBay Communities, Inc."
EIX,US,Edison International
RCL,US,Royal Caribbean Cruises Ltd.
IR,US,Ingersoll Rand Inc.
TLK,US,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk
HUBS,US,"HubSpot, Inc."
FTV,US,Fortive Corporation
ALB,US,Albemarle Corporation
BNTX,US,BioNTech SE
WIT,US,Wipro Limited
GPN,US,Global Payments Inc.
MPWR,US,"Monolithic Power Systems, Inc."
VOD,US,Vodafone Group PLC
RYAAY,US,Ryanair Holdings plc
TROW,US,"T. Rowe Price Group, Inc."
SBAC,US,SBA Communications Corporation
CBRE,US,"CBRE Group, Inc."
WTW,US,Willis Towers Watson PLC
EQR,US,Equity Residential
TTWO,US,"Take-Two Interactive Software, Inc."
GIB,US,CGI Inc.
GMAB,US,Genmab A/S
ES,US,Eversource Energy
CDW,US,CDW Corporation
AEM,US,Agnico Eagle Mines Limited
RBLX,US,Roblox Corporation
WBA,US,"Walgreens Boots Alliance, Inc."
WY,US,Weyerhaeuser Company
CHD,US,"Church & Dwight Co., Inc."
NDAQ,US,"Nasdaq, Inc."
STT,US,State Street Corporation
RCI,US,Rogers Communications Inc.
TSCO,US,Tractor Supply Company
QSR,US,Restaurant Brands International Inc.
CAH,US,"Cardinal Health, Inc."
EBAY,US,eBay Inc.
CCL,US,Carnival Corporation & plc
FANG,US,"Diamondback Energy, Inc."
GPC,US,Genuine Parts Company
SYM,US,Symbotic Inc.
ALNY,US,"Alnylam Pharmaceuticals, Inc."
UDR,US,"UDR, Inc."
YUMC,US,"Yum China Holdings, Inc."
ELP,US,Companhia Paranaense de Energia - COPEL
VRSN,US,"VeriSign, Inc."
HZNP,US,Horizon Therapeutics PLC
ULTA,US,"Ulta Beauty, Inc."
MKC,US,"McCormick & Company, Incorporated"
TEF,US,"Telefónica, S.A."
NOK,US,Nokia Oyj
K,US,Kellogg Company
BAX,US,Baxter International Inc.
ENPH,US,"Enphase Energy, Inc."
MT,US,ArcelorMittal S.A.
DTE,US,DTE Energy Company
TCOM,US,Trip.com Group Limited
PKX,US,POSCO Holdings Inc.
HIG,US,"The Hartford Financial Services Group, Inc."
CQP,US,"Cheniere Energy Partners, L.P."
FE,US,FirstEnergy Corp.
STE,US,STERIS plc
RJF,US,"Raymond James Financial, Inc."
HRL,US,Hormel Foods Corporation
ARGX,US,argenx SE
HPE,US,Hewlett Packard Enterprise Company
NET,US,"Cloudflare, Inc."
LUV,US,Southwest Airlines Co.
AEE,US,Ameren Corporation
DB,US,Deutsche Bank Aktiengesellschaft
LH,US,Laboratory Corporation of America Holdings
TECK,US,Teck Resources Limited
ZS,US,"Zscaler, Inc."
HEI,US,HEICO Corporation
HEI.A,US,HEICO Corporation
EXR,US,Extra Space Storage Inc.
ROL,US,"Rollins, Inc."
EC,US,Ecopetrol S.A.
INVH,US,Invitation Homes Inc.
UMC,US,United Microelectronics Corporation
LYV,US,"Live Nation Entertainment, Inc."
FTS,US,Fortis Inc.
SQM,US,Sociedad Química y Minera de Chile S.A.
DOV,US,Dover Corporation
NVR,US,"NVR, Inc."
ETR,US,Entergy Corporation
MTB,US,M&T Bank Corporation
ICLR,US,ICON PLC
AIU,US,Meta Data Limited
ZTO,US,ZTO Express (Cayman) Inc.
HWM,US,Howmet Aerospace Inc.
FSLR,US,"First Solar, Inc."
IFF,US,International Flavors & Fragrances Inc.
FICO,US,Fair Isaac Corporation
IX,US,ORIX Corporation
